	NRxnMetInHMR2	NRxnMetInList	
(S)-3-hydroxy-11-cis-octadecenoyl-CoA[p]	2.0000	0.0000	
(S)-3-hydroxy-2-methylbutyryl-CoA[m]	2.0000	1.0000	
(S)-3-hydroxy-7-hexadecenoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxy-7-hexadecenoyl-CoA[p]	2.0000	2.0000	
(S)-3-hydroxybutyryl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxybutyryl-CoA[p]	2.0000	0.0000	
(S)-3-hydroxydodecanoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxydodecanoyl-CoA[p]	2.0000	2.0000	
(S)-3-hydroxyhexadecanoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxyhexadecanoyl-CoA[p]	2.0000	0.0000	
(S)-3-hydroxyoleyleoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxyoleyleoyl-CoA[p]	2.0000	2.0000	
(S)-3-hydroxypalmitoleoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxypalmitoleoyl-CoA[p]	2.0000	0.0000	
(S)-3-hydroxytetradecanoyl-CoA[m]	2.0000	2.0000	
(S)-3-hydroxytetradecanoyl-CoA[p]	2.0000	0.0000	
(S)-3-sulfolactate[c]	3.0000	1.0000	
(S)-3-sulfolactate[m]	2.0000	1.0000	
(S)-3-sulfolactate[s]	2.0000	0.0000	
(S)-dihydroorotate[c]	2.0000	2.0000	
(S)-hydroxydecanoyl-CoA[m]	2.0000	2.0000	
(S)-hydroxydecanoyl-CoA[p]	2.0000	2.0000	
(S)-hydroxyhexanoyl-CoA[m]	2.0000	2.0000	
(S)-hydroxyhexanoyl-CoA[p]	2.0000	0.0000	
(S)-hydroxyoctanoyl-CoA[m]	2.0000	2.0000	
(S)-hydroxyoctanoyl-CoA[p]	2.0000	0.0000	
[ACP][c]	27.0000	19.0000	
[apocarboxlase][c]	2.0000	0.0000	
[apotransferin][c]	3.0000	0.0000	
[apotransferin][l]	2.0000	0.0000	
[apotransferin][s]	2.0000	0.0000	
[beta-adrenergic-receptor][c]	1.0000	0.0000	
[methionine synthase]-cob(II)alamin[c]	1.0000	0.0000	
[methionine synthase]-methylcob(I)alamin[c]	1.0000	0.0000	
[myosin light chain][c]	2.0000	0.0000	
[myosin light chain]-phosphate[c]	2.0000	0.0000	
[phosphorylase A][c]	2.0000	0.0000	
[phosphorylase B][c]	2.0000	0.0000	
[protein C terminal]-S-farnesyl-L-cysteine[c]	2.0000	0.0000	
[protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c]	2.0000	0.0000	
[protein][c]	3.0000	2.0000	
[protein]-L-arginine[c]	5.0000	0.0000	
[protein]-L-asparagine[c]	2.0000	0.0000	
[protein]-L-asparagine[l]	5.0000	0.0000	
[protein]-L-asparagine[r]	2.0000	0.0000	
[protein]-L-citrulline[c]	2.0000	0.0000	
[protein]-L-cysteine[c]	4.0000	0.0000	
[protein]-L-glutamine[c]	1.0000	0.0000	
[protein]-L-isoaspartate[c]	1.0000	0.0000	
[protein]-L-isoaspartate-methyl ester[c]	1.0000	0.0000	
[protein]-L-lysine[c]	6.0000	0.0000	
[protein]-L-lysine[n]	2.0000	0.0000	
[protein]-L-lysine[s]	2.0000	0.0000	
[protein]-L-serine[c]	4.0000	0.0000	
[protein]-L-serine[g]	3.0000	0.0000	
[protein]-L-serine[l]	10.0000	0.0000	
[protein]-L-serine[r]	2.0000	0.0000	
[protein]-L-tyrosine[c]	4.0000	2.0000	
[protein]-N5-alkylglutamine[c]	1.0000	0.0000	
[protein]-N6-(dihydrolipoyl)lysine[c]	1.0000	0.0000	
[protein]-N6-(lipoyl)lysine[c]	5.0000	0.0000	
[protein]-N6-(octanoyl)lysine[c]	2.0000	0.0000	
[protein]-N6,N6,N6-trimethyl-L-lysine[c]	2.0000	0.0000	
[protein]-N6,N6,N6-trimethyl-L-lysine[n]	2.0000	0.0000	
[protein]-N6,N6,N6-trimethyl-L-lysine[r]	2.0000	0.0000	
[protein]-N6,N6-dimethyl-L-lysine[c]	2.0000	0.0000	
[protein]-N6,N6-dimethyl-L-lysine[n]	2.0000	0.0000	
[protein]-N6-methyl-L-lysine[c]	2.0000	0.0000	
[protein]-N-ubiquityllysine[c]	1.0000	0.0000	
[protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c]	2.0000	0.0000	
[protein]-S-methyl-L-cysteine[c]	1.0000	0.0000	
[protein]-tyrosine-O-sulfate[c]	1.0000	0.0000	
[protein]-tyrosine-phosphate[c]	2.0000	2.0000	
[pyruvate dehydrogenase (acetyl transferring)][c]	2.0000	2.0000	
[pyruvate dehydrogenase (acetyl transferring)]-phosphate[c]	2.0000	2.0000	
1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate[c]	1.0000	0.0000	
1-(1-alkenyl)-sn-glycero-3-phosphate[c]	1.0000	0.0000	
1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c]	4.0000	0.0000	
1-(1-alkenyl)-sn-glycerol[c]	1.0000	0.0000	
1-(3-pyridinyl)-1,4-butanediol[c]	2.0000	0.0000	
1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol[c]	2.0000	0.0000	
1,1-dichloroethylene epoxide[c]	2.0000	0.0000	
1,1-dichloroethylene[c]	4.0000	0.0000	
1,1-dichloroethylene[s]	2.0000	0.0000	
1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[c]	2.0000	0.0000	
1,2,3,4-tetrahydro-beta-carboline[c]	1.0000	0.0000	
1,2-dehydrosalsolinol[c]	2.0000	0.0000	
1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen[c]	2.0000	0.0000	
1,2-diacylglycerol-bile-PC pool[c]	2.0000	0.0000	
1,2-diacylglycerol-chylomicron pool[s]	2.0000	0.0000	
1,2-diacylglycerol-LD-PC pool[c]	3.0000	3.0000	
1,2-diacylglycerol-LD-PE pool[c]	4.0000	3.0000	
1,2-diacylglycerol-LD-PE pool[r]	11.0000	0.0000	
1,2-diacylglycerol-LD-PI pool[c]	3.0000	2.0000	
1,2-diacylglycerol-LD-PS pool[c]	3.0000	3.0000	
1,2-diacylglycerol-LD-SM pool[c]	2.0000	2.0000	
1,2-diacylglycerol-LD-TAG pool[c]	14.0000	8.0000	
1,2-diacylglycerol-LD-TAG pool[g]	2.0000	0.0000	
1,2-diacylglycerol-LD-TAG pool[n]	4.0000	0.0000	
1,2-diacylglycerol-VLDL pool[s]	2.0000	0.0000	
1,2-dibromoethane[c]	3.0000	0.0000	
1,2-dibromoethane[s]	2.0000	0.0000	
1,2-dihydronaphthalene-1,2-diol[c]	4.0000	0.0000	
1,2-dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene[c]	2.0000	0.0000	
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one[c]	3.0000	0.0000	
1,2-naphthoquinone[c]	2.0000	0.0000	
1,3-bisphospho-D-glycerate[c]	5.0000	3.0000	
1,3-diaminopropane[c]	4.0000	0.0000	
1,4-benzothiazine-O-quinonimine[c]	2.0000	0.0000	
1,4-dihydroxynaphthalene[c]	2.0000	0.0000	
1,4-naphthoquinone[c]	2.0000	0.0000	
10,11-dihydro-12-epi-LTB4[c]	4.0000	1.0000	
10,11-dihydro-12-epi-LTB4[m]	2.0000	1.0000	
10,11-dihydro-12-epi-LTB4[p]	2.0000	1.0000	
10,11-dihydro-12-oxo-LTB4[c]	3.0000	3.0000	
10,11-dihydro-12-oxo-LTB4[m]	3.0000	1.0000	
10,11-dihydro-12-oxo-LTB4[p]	3.0000	1.0000	
10,11-dihydro-12R-hydroxy-LTC4[c]	2.0000	1.0000	
10,11-dihydro-12R-hydroxy-LTC4[m]	2.0000	1.0000	
10,11-dihydro-12R-hydroxy-LTC4[p]	2.0000	1.0000	
10,11-dihydro-20-dihydroxy-LTB4[c]	2.0000	0.0000	
10,11-dihydro-20-dihydroxy-LTB4[r]	2.0000	0.0000	
10,11-dihydro-20-trihydroxy-LTB4[c]	3.0000	0.0000	
10,11-dihydro-20-trihydroxy-LTB4[r]	2.0000	0.0000	
10,11-dihydro-LTB4[c]	4.0000	2.0000	
10,11-dihydro-LTB4[m]	2.0000	1.0000	
10,11-dihydro-LTB4[p]	2.0000	1.0000	
10,11-dihydro-LTB4[r]	2.0000	1.0000	
10,11-dihydro-LTB4-CoA[c]	4.0000	1.0000	
10,11-dihydro-LTB4-CoA[m]	3.0000	1.0000	
10,11-dihydro-LTB4-CoA[p]	3.0000	1.0000	
10,11-dihydro-LTB4-CoA[r]	2.0000	1.0000	
10,11-epoxy-(4Z,7Z)-hexadecadienoic acid[c]	2.0000	2.0000	
10,13,16,19-docosatetraenoic acid[c]	13.0000	4.0000	
10,13,16,19-docosatetraenoic acid[l]	2.0000	0.0000	
10,13,16,19-docosatetraenoic acid[r]	2.0000	0.0000	
10,13,16,19-docosatetraenoic acid[s]	5.0000	2.0000	
10,13,16,19-docosatetraenoylcarnitine[c]	3.0000	3.0000	
10,13,16,19-docosatetraenoylcarnitine[m]	2.0000	2.0000	
10,13,16,19-docosatetraenoylcarnitine[r]	2.0000	1.0000	
10,13,16,19-docosatetraenoyl-CoA[c]	15.0000	6.0000	
10,13,16,19-docosatetraenoyl-CoA[m]	2.0000	1.0000	
10,13,16,19-docosatetraenoyl-CoA[r]	2.0000	0.0000	
10,13,16-docosatrienoylcarnitine[c]	3.0000	3.0000	
10,13,16-docosatrienoylcarnitine[m]	2.0000	2.0000	
10,13,16-docosatrienoylcarnitine[r]	2.0000	1.0000	
10,13,16-docosatrienoyl-CoA[c]	14.0000	5.0000	
10,13,16-docosatrienoyl-CoA[m]	2.0000	1.0000	
10,13,16-docosatrienoyl-CoA[r]	2.0000	0.0000	
10,13,16-docosatriynoic acid[c]	13.0000	4.0000	
10,13,16-docosatriynoic acid[l]	2.0000	0.0000	
10,13,16-docosatriynoic acid[r]	2.0000	0.0000	
10,13,16-docosatriynoic acid[s]	5.0000	2.0000	
10-formyl-THF[c]	8.0000	5.0000	
10-formyl-THF[l]	2.0000	0.0000	
10-formyl-THF[m]	3.0000	1.0000	
10-formyl-THF[s]	2.0000	1.0000	
10-formyl-THF-glu(5)[c]	4.0000	2.0000	
10-formyl-THF-glu(5)[l]	3.0000	0.0000	
10-formyl-THF-glu(5)[m]	3.0000	0.0000	
10-formyl-THF-glu(5)[s]	3.0000	2.0000	
10-formyl-THF-glu(6)[c]	4.0000	2.0000	
10-formyl-THF-glu(6)[l]	3.0000	0.0000	
10-formyl-THF-glu(6)[m]	3.0000	0.0000	
10-formyl-THF-glu(6)[s]	3.0000	2.0000	
10-formyl-THF-glu(7)[c]	3.0000	1.0000	
10-formyl-THF-glu(7)[l]	2.0000	0.0000	
10-formyl-THF-glu(7)[m]	2.0000	0.0000	
10-formyl-THF-glu(7)[s]	2.0000	1.0000	
10-HETE[c]	2.0000	0.0000	
10-HETE[r]	2.0000	0.0000	
10-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
10-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
10-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[c]	2.0000	0.0000	
10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide[r]	2.0000	0.0000	
10-peroxy-docosahexaenoate[c]	2.0000	0.0000	
11,12,15-THETA[c]	2.0000	0.0000	
11,12-DHET[c]	2.0000	1.0000	
11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate[c]	2.0000	0.0000	
11,12-EET[c]	4.0000	2.0000	
11,14,15-THETA[c]	2.0000	0.0000	
11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate[c]	2.0000	0.0000	
11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid[c]	2.0000	0.0000	
11beta,17alpha,21-trihydroxypregnenolone[c]	2.0000	0.0000	
11beta-hydroxyandrost-4-ene-3,17-dione[c]	2.0000	0.0000	
11beta-hydroxyandrost-4-ene-3,17-dione[m]	2.0000	0.0000	
11beta-hydroxyandrost-4-ene-3,17-dione[r]	2.0000	0.0000	
11beta-hydroxyprogesterone[c]	3.0000	0.0000	
11-carboxy-alpha-chromanol[m]	2.0000	0.0000	
11-carboxy-alpha-tocotrienol[m]	2.0000	0.0000	
11-carboxy-gamma-chromanol[m]	2.0000	0.0000	
11-carboxy-gamma-tocotrienol[m]	2.0000	0.0000	
11-cis-retinal[c]	3.0000	2.0000	
11-cis-retinol[c]	7.0000	2.0000	
11-cis-retinyl-palmitate[c]	2.0000	0.0000	
11-dehydro-thromboxane B2[c]	2.0000	0.0000	
11-deoxycorticosterone[c]	5.0000	0.0000	
11-deoxycorticosterone[m]	3.0000	0.0000	
11-deoxycorticosterone[r]	2.0000	0.0000	
11-deoxycortisol[c]	4.0000	0.0000	
11-deoxycortisol[m]	2.0000	0.0000	
11-deoxycortisol[r]	2.0000	0.0000	
11h-14,15-EETA[c]	2.0000	0.0000	
11-HETE[c]	2.0000	0.0000	
11-HpODE[c]	2.0000	0.0000	
11-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
11-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
11-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate[c]	2.0000	0.0000	
11-peroxy-docosahexaenoate[c]	3.0000	0.0000	
11-trans-LTE4[c]	2.0000	0.0000	
12(13)-EpOME[c]	2.0000	1.0000	
12(13)-EpOME[r]	2.0000	1.0000	
12(R)-HPETE[c]	2.0000	0.0000	
12(S)-HETE[c]	6.0000	1.0000	
12(S)-HETE[r]	3.0000	0.0000	
12(S)-HHT[c]	2.0000	0.0000	
12(S)-HPETE[c]	4.0000	1.0000	
12(S)-HPETE[p]	2.0000	1.0000	
12(S)-HPETE[r]	3.0000	1.0000	
12(S)-HPETE[s]	2.0000	0.0000	
12,13-epoxy-(6Z,9Z)-octadecadienoic acid[c]	2.0000	2.0000	
12,13-epoxy-9-alkoxy-(10E)-octadecenoate[c]	3.0000	0.0000	
12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate[c]	2.0000	0.0000	
12,13-epoxylinoleic acid-radical[c]	2.0000	0.0000	
12,13-hydroxyoctadec-9(z)-enoate[c]	3.0000	1.0000	
12,13-hydroxyoctadec-9(z)-enoate[r]	3.0000	1.0000	
12,15,18,21-tetracosatetraenoic acid[c]	13.0000	3.0000	
12,15,18,21-tetracosatetraenoic acid[l]	2.0000	0.0000	
12,15,18,21-tetracosatetraenoic acid[r]	2.0000	0.0000	
12,15,18,21-tetracosatetraenoic acid[s]	5.0000	2.0000	
12,15,18,21-tetracosatetraenoylcarnitine[c]	2.0000	2.0000	
12,15,18,21-tetracosatetraenoylcarnitine[r]	2.0000	1.0000	
12,15,18,21-tetracosatetraenoyl-CoA[c]	15.0000	5.0000	
12,15,18,21-tetracosatetraenoyl-CoA[p]	2.0000	1.0000	
12,15,18,21-tetracosatetraenoyl-CoA[r]	2.0000	0.0000	
12,20-diHETE[c]	2.0000	0.0000	
12,20-diHETE[r]	2.0000	0.0000	
12,20-dioxo-LTB4[c]	2.0000	0.0000	
12-epi-LTB4[c]	2.0000	0.0000	
12-hetre[c]	2.0000	1.0000	
12-hydroperoxyeicosatetraenoate-glyceryl-ester[c]	2.0000	0.0000	
12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[c]	2.0000	0.0000	
12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate[r]	2.0000	0.0000	
12-hydroxy-arachidonate[r]	2.0000	0.0000	
12-hydroxydodecanoic acid[c]	2.0000	0.0000	
12-hydroxydodecanoic acid[s]	2.0000	0.0000	
12-keto-LTB4[c]	4.0000	3.0000	
12-keto-LTB4[m]	4.0000	1.0000	
12-keto-LTB4[p]	4.0000	1.0000	
12-keto-LTB4[r]	3.0000	1.0000	
12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[c]	2.0000	0.0000	
12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate[r]	2.0000	0.0000	
12-oxo-10,11-dihydro-20-COOH-LTB4[c]	2.0000	1.0000	
12-oxo-10,11-dihydro-20-COOH-LTB4[r]	2.0000	1.0000	
12-oxo-20-carboxy-LTB4[c]	2.0000	1.0000	
12-oxo-20-carboxy-LTB4[r]	2.0000	1.0000	
12-oxo-20-dihydroxy-LTB4[c]	3.0000	0.0000	
12-oxo-20-dihydroxy-LTB4[r]	2.0000	0.0000	
12-oxo-20-hydroxy-LTB4[c]	2.0000	0.0000	
12-oxo-20-hydroxy-LTB4[r]	2.0000	0.0000	
12-oxo-20-trihydroxy-LTB4[c]	2.0000	0.0000	
12-oxo-20-trihydroxy-LTB4[r]	2.0000	0.0000	
12-oxo-c-LTB3[c]	2.0000	2.0000	
12-oxo-c-LTB3[m]	2.0000	2.0000	
12-oxo-c-LTB3[p]	2.0000	2.0000	
12-oxo-c-LTB3[r]	2.0000	1.0000	
12-oxoETE[c]	2.0000	0.0000	
12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate[c]	2.0000	0.0000	
13(S)-HODE[c]	2.0000	0.0000	
13(S)-HPODE[c]	4.0000	0.0000	
13,14-dihydro-15-keto-PGD2[c]	2.0000	0.0000	
13,14-dihydro-15-oxo-lipoxin A4[c]	2.0000	1.0000	
13,14-dihydro-lipoxin A4[c]	2.0000	0.0000	
13,16,19-docosatrienoic acid[c]	13.0000	4.0000	
13,16,19-docosatrienoic acid[l]	2.0000	0.0000	
13,16,19-docosatrienoic acid[r]	3.0000	1.0000	
13,16,19-docosatrienoic acid[s]	5.0000	2.0000	
13,16,19-docosatrienoylcarnitine[c]	3.0000	3.0000	
13,16,19-docosatrienoylcarnitine[m]	2.0000	2.0000	
13,16,19-docosatrienoylcarnitine[r]	2.0000	1.0000	
13,16,19-docosatrienoyl-CoA[c]	14.0000	5.0000	
13,16,19-docosatrienoyl-CoA[m]	2.0000	2.0000	
13,16,19-docosatrienoyl-CoA[r]	3.0000	1.0000	
13-carboxy-alpha-tocopherol[c]	3.0000	0.0000	
13-carboxy-alpha-tocopherol[m]	2.0000	0.0000	
13-carboxy-alpha-tocopherol[r]	2.0000	0.0000	
13-carboxy-alpha-tocotrienol[c]	3.0000	0.0000	
13-carboxy-alpha-tocotrienol[m]	2.0000	0.0000	
13-carboxy-alpha-tocotrienol[r]	2.0000	0.0000	
13-carboxy-gamma-tocopherol[c]	3.0000	0.0000	
13-carboxy-gamma-tocopherol[m]	2.0000	0.0000	
13-carboxy-gamma-tocopherol[r]	2.0000	0.0000	
13-carboxy-gamma-tocotrienol[c]	3.0000	0.0000	
13-carboxy-gamma-tocotrienol[m]	2.0000	0.0000	
13-carboxy-gamma-tocotrienol[r]	2.0000	0.0000	
13-cis-oxo-retinoate[c]	2.0000	0.0000	
13-cis-retinal[c]	5.0000	0.0000	
13-cis-retinal[r]	4.0000	0.0000	
13-cis-retinoate[c]	9.0000	0.0000	
13-cis-retinoate[r]	7.0000	0.0000	
13-cis-retinol[c]	2.0000	0.0000	
13-cis-retinoyl-beta-D-glucuronide[r]	2.0000	0.0000	
13-cis-retinoyl-glucuronide[c]	3.0000	0.0000	
13-cis-retinoyl-glucuronide[r]	2.0000	0.0000	
13-cis-retinoyl-glucuronide[s]	2.0000	0.0000	
13-HETE[c]	2.0000	0.0000	
13-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
13-hydroxy-alpha-tocopherol[c]	2.0000	0.0000	
13-hydroxy-alpha-tocopherol[r]	2.0000	0.0000	
13-hydroxy-alpha-tocotrienol[c]	2.0000	0.0000	
13-hydroxy-alpha-tocotrienol[r]	2.0000	0.0000	
13-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
13-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
13-hydroxy-gamma-tocopherol[c]	2.0000	0.0000	
13-hydroxy-gamma-tocopherol[r]	2.0000	0.0000	
13-hydroxy-gamma-tocotrienol[c]	2.0000	0.0000	
13-hydroxy-gamma-tocotrienol[r]	2.0000	0.0000	
13-oxo-(9Z,11E)-tridecadienoate[c]	1.0000	0.0000	
13-oxy-radical-octadecadienoate[c]	3.0000	0.0000	
14,15-DHET[c]	2.0000	1.0000	
14,15-DiHETE[c]	2.0000	0.0000	
14,15-DiHETE[n]	2.0000	0.0000	
14,15-EET[c]	4.0000	2.0000	
14,15-EET[r]	2.0000	0.0000	
14-demethyllanosterol[c]	2.0000	2.0000	
14-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
14-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
14-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
14-hydroxytetradecanoic acid[c]	2.0000	0.0000	
14-hydroxytetradecanoic acid[s]	2.0000	0.0000	
14-peroxy-docosahexaenoate[c]	3.0000	0.0000	
15(R)-HEPE[c]	2.0000	0.0000	
15(R)-HEPE[n]	2.0000	0.0000	
15(R)-HEPE[p]	2.0000	0.0000	
15(R)-HEPE[r]	2.0000	0.0000	
15(R)-HETE[c]	2.0000	0.0000	
15(R)-HETE[p]	2.0000	0.0000	
15(R)-HETE[r]	2.0000	0.0000	
15(R)-HpEPE[c]	3.0000	0.0000	
15(R)-HpEPE[n]	2.0000	0.0000	
15(R)-HpEPE[p]	2.0000	0.0000	
15(R)-HpEPE[r]	2.0000	0.0000	
15(S)-HEPE[c]	2.0000	0.0000	
15(S)-HETE[c]	3.0000	0.0000	
15(S)-HETrE[c]	2.0000	0.0000	
15(S)-HpEPE[c]	2.0000	0.0000	
15(S)-HPETE[c]	6.0000	0.0000	
15(S)-HPETE[n]	3.0000	0.0000	
15(S)-HPETE[p]	2.0000	0.0000	
15(S)-HPETE[r]	2.0000	0.0000	
15-dehydro-prostaglandin D2[c]	2.0000	0.0000	
15-deoxy-delta-12,14-PGD2[c]	2.0000	0.0000	
15-deoxy-delta-12,14-PGJ2[c]	2.0000	0.0000	
15-deoxy-PGD2[c]	2.0000	0.0000	
15-deoxy-prostaglandin J2[c]	2.0000	0.0000	
15-epi-lipoxin A4[c]	2.0000	1.0000	
15-epi-lipoxin A4[p]	2.0000	1.0000	
15-epi-lipoxin A4[r]	2.0000	1.0000	
15-epi-lipoxin A5[c]	2.0000	0.0000	
15-epi-lipoxin A5[p]	2.0000	0.0000	
15-epi-lipoxin A5[r]	2.0000	0.0000	
15-epi-lipoxin B4[c]	2.0000	1.0000	
15-epi-lipoxin B4[p]	2.0000	1.0000	
15-epi-lipoxin B4[r]	2.0000	1.0000	
15-epi-lipoxin B5[c]	2.0000	0.0000	
15-epi-lipoxin B5[p]	2.0000	0.0000	
15-epi-lipoxin B5[r]	2.0000	0.0000	
15H-11,12-EETA[c]	2.0000	0.0000	
15-HpETrE[c]	2.0000	0.0000	
15-keto-prostaglandin F2alpha[c]	2.0000	0.0000	
15-oxoETE[c]	2.0000	0.0000	
15-oxo-lipoxin A4[c]	2.0000	1.0000	
15-oxo-prostaglandin E2-glyceryl ester[c]	2.0000	0.0000	
16(R)-HETE[c]	2.0000	0.0000	
16(S)-hydroxy-18-oxo-18-CoA-LTE4[p]	2.0000	0.0000	
16,18-oxo-18-CoA-dinor-LTE4[p]	2.0000	0.0000	
16alpha-hydroxydehydroepiandrosterone[r]	3.0000	0.0000	
16alpha-hydroxyestrone[c]	2.0000	0.0000	
16alpha-hydroxyestrone[r]	2.0000	0.0000	
16e-18-oxo-18-CoA-dinor-LTE4[p]	3.0000	1.0000	
16-glucuronide-estriol[c]	2.0000	0.0000	
16-glucuronide-estriol[r]	2.0000	0.0000	
16-glucuronide-estriol[s]	2.0000	0.0000	
16-hydroxyhexadecanoic acid[c]	2.0000	0.0000	
16-hydroxyhexadecanoic acid[s]	2.0000	0.0000	
16-peroxy-docosahexaenoate[c]	2.0000	0.0000	
17alpha,20alpha-dihydroxycholesterol[c]	2.0000	0.0000	
17alpha,21-dihydroxypregnenolone[c]	3.0000	0.0000	
17alpha-hydroxypregnenolone sulfate[c]	2.0000	0.0000	
17alpha-hydroxypregnenolone[c]	9.0000	0.0000	
17alpha-hydroxypregnenolone[r]	4.0000	0.0000	
17alpha-hydroxyprogesterone[c]	6.0000	0.0000	
17alpha-hydroxyprogesterone[r]	5.0000	0.0000	
17beta-estradiol-2,3-quinone[c]	6.0000	2.0000	
17beta-estradiol-2,3-quinone[m]	3.0000	2.0000	
17beta-estradiol-2,3-quinone[p]	3.0000	2.0000	
17beta-estradiol-2,3-quinone[r]	3.0000	2.0000	
17beta-estradiol-2,3-semiquinone[c]	3.0000	1.0000	
17beta-estradiol-2,3-semiquinone[l]	2.0000	1.0000	
17beta-estradiol-3,4-quinone[c]	5.0000	1.0000	
17beta-estradiol-3,4-quinone[m]	2.0000	1.0000	
17beta-estradiol-3,4-quinone[p]	2.0000	1.0000	
17beta-estradiol-3,4-quinone[r]	2.0000	1.0000	
17beta-estradiol-3,4-semiquinone[c]	3.0000	1.0000	
17beta-estradiol-3,4-semiquinone[l]	2.0000	1.0000	
17-HETE[c]	2.0000	0.0000	
17-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
17-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
17-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
17-peroxy-docosahexaenoate[c]	2.0000	0.0000	
18(R)-hydroxy-20-oxo-20-CoA-LTE4[p]	2.0000	0.0000	
18,20-dioxo-20-CoA-LTB4[m]	2.0000	0.0000	
18,20-dioxo-20-CoA-LTB4[p]	2.0000	0.0000	
18-CoA-18-oxo-dinor-LTB4[m]	2.0000	0.0000	
18-CoA-18-oxo-dinor-LTB4[p]	2.0000	0.0000	
18-COOH-(15E)-dinor-LTE4-CoA[p]	2.0000	2.0000	
18-COOH-(16E)-dinor-LTE5-CoA[p]	2.0000	1.0000	
18-COOH-LTB4[m]	2.0000	0.0000	
18-COOH-LTE4[p]	2.0000	1.0000	
18-HETE[c]	2.0000	0.0000	
18-hydroxy-all-trans-retinoate[c]	2.0000	0.0000	
18-hydroxy-all-trans-retinoate[r]	2.0000	0.0000	
18-hydroxy-arachidonate[r]	2.0000	0.0000	
18-hydroxycorticosterone[m]	2.0000	0.0000	
19(S)-HETE[c]	2.0000	0.0000	
19-hydroxyandrostenedione[c]	2.0000	0.0000	
19-hydroxytestosterone[c]	3.0000	0.0000	
19-hydroxytestosterone[r]	2.0000	0.0000	
19-hydroxytestosterone[s]	2.0000	0.0000	
19-oxoandrostenedione[c]	2.0000	0.0000	
19-oxo-testosterone[c]	2.0000	0.0000	
1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene[c]	2.0000	0.0000	
1-acylglycerol-3P-10,13,16,19-doco[c]	8.0000	1.0000	
1-acylglycerol-3P-10,13,16-docosa[c]	8.0000	1.0000	
1-acylglycerol-3P-10-heptade[c]	8.0000	1.0000	
1-acylglycerol-3P-11,14,17-eico[c]	8.0000	1.0000	
1-acylglycerol-3P-11,14-eicosa[c]	8.0000	1.0000	
1-acylglycerol-3P-11-docose[c]	8.0000	1.0000	
1-acylglycerol-3P-11-eico[c]	8.0000	1.0000	
1-acylglycerol-3P-12,15,18,21-tetra[c]	8.0000	1.0000	
1-acylglycerol-3P-13,16,19-doco[c]	8.0000	1.0000	
1-acylglycerol-3P-13,16-docosa[c]	8.0000	1.0000	
1-acylglycerol-3P-13-docose[c]	8.0000	1.0000	
