ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-AA-3831-01A-01R-0905-07	TCGA-AA-3831-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3831-01A-01R-0905-07T9900RG5.xml	418	0.99	0.05	0.942217	0.868308	0	0.230608	28427.96601	789.960377
TCGA-44-6776-01A-11R-1858-07	TCGA-44-6776-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-44-6776-01A-11R-1858-07T9900RG5.xml	542	0.99	0.05	0.938112	0.868296	0	0.223623	24464.32619	385.537399
TCGA-D1-A15V-01A-11R-A118-07	TCGA-D1-A15V-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-D1-A15V-01A-11R-A118-07T9900RG5.xml	671	0.99	0.05	0.931797	0.868251	0	0.402504	12349.0235	7704.150711
TCGA-50-5045-01A-01R-1628-07	TCGA-50-5045-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-50-5045-01A-01R-1628-07T9900RG5.xml	529	0.99	0.05	0.939691	0.868166	0	0.209512	22051.10186	1417.407667
TCGA-BK-A13C-01A-11R-A118-07	TCGA-BK-A13C-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-BK-A13C-01A-11R-A118-07T9900RG5.xml	715	0.99	0.05	0.932112	0.868152	0	0.591296	17791.07894	10110.01982
TCGA-43-6143-01A-11R-1820-07	TCGA-43-6143-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-43-6143-01A-11R-1820-07T9900RG5.xml	1032	0.99	0.05	0.934638	0.868146	0	0.274841	25246.62275	1666.084061
TCGA-91-6836-01A-21R-1858-07	TCGA-91-6836-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-91-6836-01A-21R-1858-07T9900RG5.xml	530	0.99	0.05	0.936533	0.868082	0	0.362938	22816.71946	1894.358426
TCGA-39-5037-01A-01R-1443-07	TCGA-39-5037-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-39-5037-01A-01R-1443-07T9900RG5.xml	1074	0.99	0.05	0.933691	0.867988	0	0.32265	14457.75606	2266.865249
TCGA-CV-7102-01A-11R-2016-07	TCGA-CV-7102-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7102-01A-11R-2016-07T9900RG5.xml	146	0.99	0.05	0.939691	0.867896	0	0.287592	23263.57256	2353.129009
TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18P-01A-11R-A12D-07T9900RG5_TINIT.mat	TCGA-BH-A18P-01A-11R-A12D-07T9900RG5.xml	337	0.99	0.05	0.940006	0.867756	0	0.304745	24038.55941	838.952462
TCGA-05-4397-01A-01R-1206-07	TCGA-05-4397-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4397-01A-01R-1206-07T9900RG5.xml	577	0.99	0.05	0.935901	0.867634	0	0.331538	19472.14189	2588.905881
TCGA-37-4135-01A-01R-1100-07	TCGA-37-4135-01A-01R-1100-07T9900RG5_TINIT.mat	TCGA-37-4135-01A-01R-1100-07T9900RG5.xml	1071	0.99	0.05	0.934638	0.867419	0	0.353045	22596.1073	2418.921069
TCGA-CR-7402-01A-11R-2016-07	TCGA-CR-7402-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7402-01A-11R-2016-07T9900RG5.xml	127	0.99	0.05	0.938112	0.867372	0	0.2457	27229.68582	650.252121
TCGA-34-5231-01A-21R-1820-07	TCGA-34-5231-01A-21R-1820-07T9900RG5_TINIT.mat	TCGA-34-5231-01A-21R-1820-07T9900RG5.xml	997	0.99	0.05	0.935586	0.867346	0	0.306145	25070.53551	1781.9845
TCGA-AJ-A23M-01A-11R-A157-07	TCGA-AJ-A23M-01A-11R-A157-07T9900RG5_TINIT.mat	TCGA-AJ-A23M-01A-11R-A157-07T9900RG5.xml	746	0.99	0.05	0.932112	0.867261	0	0.585069	19288.04648	10732.63354
TCGA-50-5072-01A-21R-1858-07	TCGA-50-5072-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-50-5072-01A-21R-1858-07T9900RG5.xml	615	0.99	0.05	0.93748	0.867223	0	0.252313	26111.17592	353.195583
TCGA-BS-A0UL-01A-11R-A109-07	TCGA-BS-A0UL-01A-11R-A109-07T9900RG5_TINIT.mat	TCGA-BS-A0UL-01A-11R-A109-07T9900RG5.xml	710	0.99	0.05	0.932112	0.867168	0	0.621256	21589.80913	6666.785517
TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-A036-01A-12R-A083-07T9900RG5_TINIT.mat	TCGA-AG-A036-01A-12R-A083-07T9900RG5.xml	359	0.99	0.05	0.940322	0.867163	0	0.247883	24097.28671	895.143454
TCGA-B5-A11U-01A-11R-A118-07	TCGA-B5-A11U-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-B5-A11U-01A-11R-A118-07T9900RG5.xml	689	0.99	0.05	0.932744	0.867128	0	0.303688	18903.12464	2571.482222
TCGA-18-4083-01A-01R-1100-07	TCGA-18-4083-01A-01R-1100-07T9900RG5_TINIT.mat	TCGA-18-4083-01A-01R-1100-07T9900RG5.xml	1066	0.99	0.05	0.935586	0.86709	0	0.314136	26406.78678	2011.492629
TCGA-18-5592-01A-01R-1635-07	TCGA-18-5592-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-18-5592-01A-01R-1635-07T9900RG5.xml	986	0.99	0.05	0.936533	0.86709	0	0.235647	24665.29102	1437.769739
TCGA-BK-A0C9-01A-11R-A00V-07	TCGA-BK-A0C9-01A-11R-A00V-07T9900RG5_TINIT.mat	TCGA-BK-A0C9-01A-11R-A00V-07T9900RG5.xml	692	0.99	0.05	0.932744	0.867076	0	0.800915	13770.06319	23761.15595
TCGA-BG-A0MT-01A-11R-A104-07	TCGA-BG-A0MT-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-BG-A0MT-01A-11R-A104-07T9900RG5.xml	676	0.99	0.05	0.932112	0.867071	0	0.430644	26397.81017	887.911829
TCGA-D8-A1JJ-01A-31R-A14M-07	TCGA-D8-A1JJ-01A-31R-A14M-07T9900RG5_TINIT.mat	TCGA-D8-A1JJ-01A-31R-A14M-07T9900RG5.xml	310	0.99	0.05	0.938743	0.86701	0	0.260156	25685.18083	462.931654
TCGA-AA-3975-01A-01R-1022-07	TCGA-AA-3975-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3975-01A-01R-1022-07T9900RG5.xml	405	0.99	0.05	0.944427	0.866939	0	0.279441	11882.66402	3901.65131
TCGA-BP-5190-01A-01R-1426-07	TCGA-BP-5190-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-BP-5190-01A-01R-1426-07T9900RG5.xml	872	0.99	0.05	0.946953	0.866907	0	0.240577	31882.15522	2406.737327
TCGA-CQ-7068-01A-11R-2081-07	TCGA-CQ-7068-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CQ-7068-01A-11R-2081-07T9900RG5.xml	185	0.99	0.05	0.935901	0.866877	0	0.27945	26993.66915	1621.792407
TCGA-22-4599-01A-01R-1443-07	TCGA-22-4599-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-22-4599-01A-01R-1443-07T9900RG5.xml	1021	0.99	0.05	0.936533	0.866819	0	0.225826	24025.12714	1655.491587
TCGA-A7-A26G-01A-21R-A169-07	TCGA-A7-A26G-01A-21R-A169-07T9900RG5_TINIT.mat	TCGA-A7-A26G-01A-21R-A169-07T9900RG5.xml	256	0.99	0.05	0.939375	0.866799	0	0.224444	15142.74894	2734.470992
TCGA-CQ-5326-01A-01R-1873-07	TCGA-CQ-5326-01A-01R-1873-07T9900RG5_TINIT.mat	TCGA-CQ-5326-01A-01R-1873-07T9900RG5.xml	156	0.99	0.05	0.936217	0.866728	0	0.690232	21970.573	3831.133812
TCGA-AA-3818-01A-01R-0905-07	TCGA-AA-3818-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3818-01A-01R-0905-07T9900RG5.xml	444	0.99	0.05	0.940006	0.866685	0	0.242229	25634.75215	653.922096
TCGA-66-2787-01A-01R-0980-07	TCGA-66-2787-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-66-2787-01A-01R-0980-07T9900RG5.xml	973	0.99	0.05	0.934007	0.866596	0	0.254561	26174.72618	1402.813627
TCGA-CN-6024-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6024-01A-11R-1686-07T9900RG5.xml	177	0.99	0.05	0.936533	0.866519	0	0.240385	30268.877	700.752055
TCGA-41-5651-01A-01R-1850-01	TCGA-41-5651-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-41-5651-01A-01R-1850-01T9900RG5.xml	485	0.99	0.05	0.934323	0.866499	0	0.30648	15556.32439	3309.865024
TCGA-AA-A01Q-01A-01R-A002-07	TCGA-AA-A01Q-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AA-A01Q-01A-01R-A002-07T9900RG5.xml	456	0.99	0.05	0.938112	0.866288	0	0.227649	13130.02062	3278.449934
TCGA-CZ-5986-01A-11R-1672-07	TCGA-CZ-5986-01A-11R-1672-07T9900RG5_TINIT.mat	TCGA-CZ-5986-01A-11R-1672-07T9900RG5.xml	842	0.99	0.05	0.946953	0.86628	0	0.21476	36290.22541	1021.629233
TCGA-CV-7236-01A-11R-2016-07	TCGA-CV-7236-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7236-01A-11R-2016-07T9900RG5.xml	119	0.99	0.05	0.938428	0.86627	0	0.27191	20152.04329	1932.456406
TCGA-D1-A17D-01A-12R-A12I-07	TCGA-D1-A17D-01A-12R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A17D-01A-12R-A12I-07T9900RG5.xml	713	0.99	0.05	0.931481	0.866248	0	0.994915	22581.11634	4385.766547
TCGA-73-4670-01A-01R-1206-07	TCGA-73-4670-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-73-4670-01A-01R-1206-07T9900RG5.xml	572	0.99	0.05	0.934638	0.866248	0	0.274551	24560.87164	723.390313
TCGA-BS-A0UM-01A-11R-A104-07	TCGA-BS-A0UM-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-BS-A0UM-01A-11R-A104-07T9900RG5.xml	722	0.99	0.05	0.932112	0.866247	0	0.495831	20073.3753	3972.816927
TCGA-B6-A0RN-01A-12R-A084-07	TCGA-B6-A0RN-01A-12R-A084-07T9900RG5_TINIT.mat	TCGA-B6-A0RN-01A-12R-A084-07T9900RG5.xml	260	0.99	0.05	0.934954	0.866213	0	0.352656	14233.53712	7072.518978
TCGA-BG-A0M8-01A-12R-A104-07	TCGA-BG-A0M8-01A-12R-A104-07T9900RG5_TINIT.mat	TCGA-BG-A0M8-01A-12R-A104-07T9900RG5.xml	674	0.99	0.05	0.93306	0.866203	0	0.295359	20997.3942	1656.618346
TCGA-CN-6021-01A-11R-1686-07	TCGA-CN-6021-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6021-01A-11R-1686-07T9900RG5.xml	90	0.99	0.05	0.93527	0.86615	0	0.285903	14587.44729	3943.454989
TCGA-CN-6013-01A-11R-1686-07	TCGA-CN-6013-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6013-01A-11R-1686-07T9900RG5.xml	27	0.99	0.05	0.936533	0.866113	0	0.302725	26785.47236	2849.781709
TCGA-CR-6474-01A-11R-1873-07	TCGA-CR-6474-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6474-01A-11R-1873-07T9900RG5.xml	67	0.99	0.05	0.939691	0.866068	0	0.253485	27264.40892	572.030839
TCGA-05-4415-01A-22R-1858-07	TCGA-05-4415-01A-22R-1858-07T9900RG5_TINIT.mat	TCGA-05-4415-01A-22R-1858-07T9900RG5.xml	533	0.99	0.05	0.930849	0.865966	0	0.438192	21970.08636	1663.528373
TCGA-35-4122-01A-01R-1107-07	TCGA-35-4122-01A-01R-1107-07T9900RG5_TINIT.mat	TCGA-35-4122-01A-01R-1107-07T9900RG5.xml	588	0.99	0.05	0.936217	0.865962	0	0.358801	24799.29514	2323.338084
TCGA-C4-A0F6-01A-11R-A10U-07	TCGA-C4-A0F6-01A-11R-A10U-07T9900RG5_TINIT.mat	TCGA-C4-A0F6-01A-11R-A10U-07T9900RG5.xml	3	0.99	0.05	0.940638	0.865927	0	0.265631	26296.40037	1181.904593
TCGA-HW-7490-01A-11R-2027-07	TCGA-HW-7490-01A-11R-2027-07T9900RG5_TINIT.mat	TCGA-HW-7490-01A-11R-2027-07T9900RG5.xml	780	0.99	0.05	0.936217	0.86589	0	0.287592	23360.88831	4137.9324
TCGA-49-4514-01A-21R-1858-07	TCGA-49-4514-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-49-4514-01A-21R-1858-07T9900RG5.xml	627	0.99	0.05	0.938743	0.865855	0	0.335923	24233.10322	1515.370002
TCGA-39-5016-01A-01R-1443-07	TCGA-39-5016-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-39-5016-01A-01R-1443-07T9900RG5.xml	963	0.99	0.05	0.933375	0.865831	0	0.389424	27896.89504	2919.415181
TCGA-35-4123-01A-01R-1107-07	TCGA-35-4123-01A-01R-1107-07T9900RG5_TINIT.mat	TCGA-35-4123-01A-01R-1107-07T9900RG5.xml	527	0.99	0.05	0.938112	0.865806	0	0.255428	22443.32582	1550.051522
TCGA-A8-A0AD-01A-11R-A056-07	TCGA-A8-A0AD-01A-11R-A056-07T9900RG5_TINIT.mat	TCGA-A8-A0AD-01A-11R-A056-07T9900RG5.xml	233	0.99	0.05	0.938743	0.865794	0	0.284611	22456.78569	2033.776786
TCGA-05-4395-01A-01R-1206-07	TCGA-05-4395-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4395-01A-01R-1206-07T9900RG5.xml	510	0.99	0.05	0.935586	0.865693	0	0.409571	25051.8467	817.583649
TCGA-D8-A1XW-01A-11R-A14M-07	TCGA-D8-A1XW-01A-11R-A14M-07T9900RG5_TINIT.mat	TCGA-D8-A1XW-01A-11R-A14M-07T9900RG5.xml	278	0.99	0.05	0.935901	0.865634	0	0.700525	20178.86104	4756.670432
TCGA-85-6560-01A-11R-1820-07	TCGA-85-6560-01A-11R-1820-07T9900RG5_TINIT.mat	TCGA-85-6560-01A-11R-1820-07T9900RG5.xml	1046	0.99	0.05	0.931797	0.865578	0	0.288696	27640.42321	1395.860557
TCGA-CN-6010-01A-11R-1686-07	TCGA-CN-6010-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6010-01A-11R-1686-07T9900RG5.xml	109	0.99	0.05	0.936217	0.865574	0	0.307503	26974.01329	1242.758627
TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-6960-01A-41R-2016-07T9900RG5_TINIT.mat	TCGA-CV-6960-01A-41R-2016-07T9900RG5.xml	202	0.99	0.05	0.938428	0.865538	0	0.260573	27119.24497	1332.303396
TCGA-AG-3726-01A-02R-0905-07	TCGA-AG-3726-01A-02R-0905-07T9900RG5_TINIT.mat	TCGA-AG-3726-01A-02R-0905-07T9900RG5.xml	372	0.99	0.05	0.933691	0.865522	0	0.360399	23781.95556	1347.545455
TCGA-50-6591-01A-11R-1755-07	TCGA-50-6591-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-6591-01A-11R-1755-07T9900RG5.xml	610	0.99	0.05	0.932744	0.865478	0	0.307963	19430.24384	2993.672073
TCGA-AG-3611-01A-01R-0826-07	TCGA-AG-3611-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-AG-3611-01A-01R-0826-07T9900RG5.xml	341	0.99	0.05	0.93748	0.86546	0	0.186567	13127.01374	2149.055978
TCGA-49-6744-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-49-6744-01A-11R-1858-07T9900RG5.xml	556	0.99	0.05	0.939059	0.865414	0	0.253165	21696.10593	2210.916708
TCGA-AG-3582-01A-01R-0821-07	TCGA-AG-3582-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AG-3582-01A-01R-0821-07T9900RG5.xml	370	0.99	0.05	0.939059	0.865383	0	0.282118	26953.51598	477.344333
TCGA-A5-A0GP-01A-11R-A040-07	TCGA-A5-A0GP-01A-11R-A040-07T9900RG5_TINIT.mat	TCGA-A5-A0GP-01A-11R-A040-07T9900RG5.xml	721	0.99	0.05	0.931481	0.865336	0	0.35188	23191.45156	2541.363965
TCGA-D1-A102-01A-11R-A10J-07	TCGA-D1-A102-01A-11R-A10J-07T9900RG5_TINIT.mat	TCGA-D1-A102-01A-11R-A10J-07T9900RG5.xml	719	0.99	0.05	0.929902	0.865291	0	0.698828	24689.50707	4016.934274
TCGA-C8-A12L-01A-11R-A115-07	TCGA-C8-A12L-01A-11R-A115-07T9900RG5_TINIT.mat	TCGA-C8-A12L-01A-11R-A115-07T9900RG5.xml	298	0.99	0.05	0.932428	0.86525	0	0.718172	22346.47283	1573.048561
TCGA-B5-A0K0-01A-11R-A16W-07	TCGA-B5-A0K0-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-B5-A0K0-01A-11R-A16W-07T9900RG5.xml	677	0.99	0.05	0.931481	0.865183	0	0.270027	24321.13214	1175.476213
TCGA-AN-A0XR-01A-11R-A109-07	TCGA-AN-A0XR-01A-11R-A109-07T9900RG5_TINIT.mat	TCGA-AN-A0XR-01A-11R-A109-07T9900RG5.xml	236	0.99	0.05	0.934638	0.865093	0	0.334597	14694.64473	4357.429931
TCGA-49-4501-01A-01R-1206-07	TCGA-49-4501-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-49-4501-01A-01R-1206-07T9900RG5.xml	598	0.99	0.05	0.936533	0.865003	0	0.315789	22643.85368	1397.012743
TCGA-CN-6011-01A-11R-1686-07	TCGA-CN-6011-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6011-01A-11R-1686-07T9900RG5.xml	205	0.99	0.05	0.935586	0.864929	0	0.35001	27959.0545	2431.33574
TCGA-BH-A0E7-01A-11R-A034-07	TCGA-BH-A0E7-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-BH-A0E7-01A-11R-A034-07T9900RG5.xml	335	0.99	0.05	0.936849	0.864885	0	0.337055	22781.14252	2837.046373
TCGA-22-5480-01A-01R-1635-07	TCGA-22-5480-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-22-5480-01A-01R-1635-07T9900RG5.xml	1041	0.99	0.05	0.935586	0.864871	0	0.226244	27318.25034	1367.908576
TCGA-D1-A169-01A-11R-A12I-07	TCGA-D1-A169-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-D1-A169-01A-11R-A12I-07T9900RG5.xml	735	0.99	0.05	0.930534	0.864659	0	0.99399	16378.22173	8312.201945
TCGA-B5-A11Y-01A-21R-A10J-07	TCGA-B5-A11Y-01A-21R-A10J-07T9900RG5_TINIT.mat	TCGA-B5-A11Y-01A-21R-A10J-07T9900RG5.xml	690	0.99	0.05	0.931797	0.864635	0	0.335946	19320.52832	3225.924491
TCGA-CR-7373-01A-11R-2016-07	TCGA-CR-7373-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7373-01A-11R-2016-07T9900RG5.xml	53	0.99	0.05	0.934323	0.864623	0	0.353669	23082.46222	2258.715712
TCGA-66-2766-01A-01R-0851-07	TCGA-66-2766-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2766-01A-01R-0851-07T9900RG5.xml	981	0.99	0.05	0.934638	0.864612	0	0.400168	26647.14787	1812.846946
TCGA-BG-A0MG-01A-21R-A104-07	TCGA-BG-A0MG-01A-21R-A104-07T9900RG5_TINIT.mat	TCGA-BG-A0MG-01A-21R-A104-07T9900RG5.xml	693	0.99	0.05	0.929902	0.864543	0	0.640439	22424.60239	2251.309363
TCGA-AN-A0XW-01A-11R-A109-07	TCGA-AN-A0XW-01A-11R-A109-07T9900RG5_TINIT.mat	TCGA-AN-A0XW-01A-11R-A109-07T9900RG5.xml	331	0.99	0.05	0.938112	0.864529	0	0.247423	26084.71988	984.179311
TCGA-44-6779-01A-11R-1858-07	TCGA-44-6779-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-44-6779-01A-11R-1858-07T9900RG5.xml	607	0.99	0.05	0.933691	0.864524	0	0.433369	21269.34025	2028.709104
TCGA-33-4566-01A-01R-1443-07	TCGA-33-4566-01A-01R-1443-07T9900RG5_TINIT.mat	TCGA-33-4566-01A-01R-1443-07T9900RG5.xml	959	0.99	0.05	0.931165	0.864438	0	0.463167	28874.02689	6444.842761
TCGA-BS-A0WQ-01A-21R-A109-07	TCGA-BS-A0WQ-01A-21R-A109-07T9900RG5_TINIT.mat	TCGA-BS-A0WQ-01A-21R-A109-07T9900RG5.xml	638	0.99	0.05	0.928955	0.864426	0	0.787037	20681.74922	5108.751107
TCGA-CN-5366-01A-01R-1436-07	TCGA-CN-5366-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5366-01A-01R-1436-07T9900RG5.xml	85	0.99	0.05	0.936849	0.864426	0	0.241449	27098.46039	1225.381964
TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7438-01A-21R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7438-01A-21R-2132-07T9900RG5.xml	131	0.99	0.05	0.936533	0.864381	0	0.30389	24579.78523	2978.736321
TCGA-BH-A1EV-01A-11R-A137-07	TCGA-BH-A1EV-01A-11R-A137-07T9900RG5_TINIT.mat	TCGA-BH-A1EV-01A-11R-A137-07T9900RG5.xml	306	0.99	0.05	0.933375	0.864346	0	0.263562	23046.41026	2002.135111
TCGA-AA-3837-01A-01R-0905-07	TCGA-AA-3837-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3837-01A-01R-0905-07T9900RG5.xml	384	0.99	0.05	0.941269	0.864149	0	0.202552	29278.12655	311.950318
TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07T9900RG5_TINIT.mat	TCGA-BH-A0E0-01A-11R-A056-07T9900RG5.xml	320	0.99	0.05	0.931165	0.864121	0	0.412844	11660.31759	3873.684719
TCGA-14-0789-01A-01R-1849-01	TCGA-14-0789-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-14-0789-01A-01R-1849-01T9900RG5.xml	477	0.99	0.05	0.937165	0.864097	0	0.23056	14197.8706	2364.860474
TCGA-BS-A0T9-01A-11R-A12I-07	TCGA-BS-A0T9-01A-11R-A12I-07T9900RG5_TINIT.mat	TCGA-BS-A0T9-01A-11R-A12I-07T9900RG5.xml	743	0.99	0.05	0.929586	0.864093	0	0.745921	21368.39314	5621.932408
TCGA-CV-7253-01A-11R-2016-07	TCGA-CV-7253-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7253-01A-11R-2016-07T9900RG5.xml	211	0.99	0.05	0.934954	0.864089	0	0.315325	22323.10656	3293.015767
TCGA-38-4626-01A-01R-1206-07	TCGA-38-4626-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-38-4626-01A-01R-1206-07T9900RG5.xml	528	0.99	0.05	0.937165	0.864053	0	0.27595	23389.86378	1210.262072
TCGA-AO-A03L-01A-41R-A056-07	TCGA-AO-A03L-01A-41R-A056-07T9900RG5_TINIT.mat	TCGA-AO-A03L-01A-41R-A056-07T9900RG5.xml	248	0.99	0.05	0.93527	0.86384	0	0.295983	23997.41016	1138.761502
TCGA-CR-7371-01A-11R-2016-07	TCGA-CR-7371-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7371-01A-11R-2016-07T9900RG5.xml	144	0.99	0.05	0.936533	0.863744	0	0.328475	16925.24206	5706.827347
TCGA-BT-A20P-01A-11R-A14Y-07	TCGA-BT-A20P-01A-11R-A14Y-07T9900RG5_TINIT.mat	TCGA-BT-A20P-01A-11R-A14Y-07T9900RG5.xml	16	0.99	0.05	0.935901	0.863644	0	0.190194	26234.70741	1060.031654
TCGA-BH-A1EY-01A-11R-A13Q-07	TCGA-BH-A1EY-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-BH-A1EY-01A-11R-A13Q-07T9900RG5.xml	224	0.99	0.05	0.932112	0.863606	0	0.30448	29388.87341	519.701447
TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-A011-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A011-01A-01R-A002-07T9900RG5.xml	345	0.99	0.05	0.939691	0.863553	0	0.292765	23512.35257	1001.232224
TCGA-23-1122-01A-01R-1565-13	TCGA-23-1122-01A-01R-1565-13T9900RG5_TINIT.mat	TCGA-23-1122-01A-01R-1565-13T9900RG5.xml	809	0.99	0.05	0.931481	0.863547	0	0.384181	18373.33885	5846.449675
TCGA-CV-6441-01A-11R-1686-07	TCGA-CV-6441-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CV-6441-01A-11R-1686-07T9900RG5.xml	161	0.99	0.05	0.932744	0.863536	0	0.232903	27507.31887	1318.207997
TCGA-09-0369-01A-01R-1564-13	TCGA-09-0369-01A-01R-1564-13T9900RG5_TINIT.mat	TCGA-09-0369-01A-01R-1564-13T9900RG5.xml	818	0.99	0.05	0.929271	0.863383	0	0.947867	16836.126	16350.18841
TCGA-H7-7774-01A-21R-2081-07	TCGA-H7-7774-01A-21R-2081-07T9900RG5_TINIT.mat	TCGA-H7-7774-01A-21R-2081-07T9900RG5.xml	208	0.99	0.05	0.932744	0.863319	0	0.188679	25410.31768	1807.394065
TCGA-BA-5556-01A-01R-1514-07	TCGA-BA-5556-01A-01R-1514-07T9900RG5_TINIT.mat	TCGA-BA-5556-01A-01R-1514-07T9900RG5.xml	191	0.99	0.05	0.936217	0.863288	0	0.246407	29064.7797	922.85219
TCGA-D1-A160-01A-11R-A118-07	TCGA-D1-A160-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-D1-A160-01A-11R-A118-07T9900RG5.xml	726	0.99	0.05	0.931165	0.863242	0	0.382883	25228.82388	904.57759
TCGA-22-5472-01A-01R-1635-07	TCGA-22-5472-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-22-5472-01A-01R-1635-07T9900RG5.xml	1060	0.99	0.05	0.934954	0.86323	0	0.295483	12983.74001	3169.542308
TCGA-AA-3984-01A-02R-1022-07	TCGA-AA-3984-01A-02R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3984-01A-02R-1022-07T9900RG5.xml	447	0.99	0.05	0.938743	0.863208	0	0.245851	22803.30126	1323.036217
TCGA-CR-7365-01A-11R-2016-07	TCGA-CR-7365-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7365-01A-11R-2016-07T9900RG5.xml	86	0.99	0.05	0.938743	0.863153	0	0.286944	28348.81629	622.597669
TCGA-46-3768-01A-01R-0980-07	TCGA-46-3768-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-46-3768-01A-01R-0980-07T9900RG5.xml	1082	0.99	0.05	0.934007	0.86308	0	0.24727	16106.25874	959.950414
TCGA-A2-A0EV-01A-11R-A034-07	TCGA-A2-A0EV-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-A2-A0EV-01A-11R-A034-07T9900RG5.xml	235	0.99	0.05	0.937796	0.863061	0	0.276126	22884.82694	1108.999181
TCGA-05-5423-01A-01R-1628-07	TCGA-05-5423-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-05-5423-01A-01R-1628-07T9900RG5.xml	574	0.99	0.05	0.936533	0.862975	0	0.300946	23401.1517	1654.771771
