ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-66-2727-01A-01R-0980-07	TCGA-66-2727-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-66-2727-01A-01R-0980-07T9900RG5.xml	1004	0.99	0.05	0.929586	0.853265	0	0.255102	22068.11123	1468.562437
TCGA-44-6774-01A-21R-1858-07	TCGA-44-6774-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-44-6774-01A-21R-1858-07T9900RG5.xml	578	0.99	0.05	0.930218	0.853179	0	0.252525	21851.6181	2908.496457
TCGA-DK-A1AB-01A-11R-A13Y-07	TCGA-DK-A1AB-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-DK-A1AB-01A-11R-A13Y-07T9900RG5.xml	1	0.99	0.05	0.934323	0.853148	0	0.275157	28985.01769	657.323351
TCGA-A5-A0GW-01A-11R-A16W-07	TCGA-A5-A0GW-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-A5-A0GW-01A-11R-A16W-07T9900RG5.xml	727	0.99	0.05	0.924219	0.853137	0	0.473293	12686.43352	3777.113662
TCGA-44-5643-01A-01R-1628-07	TCGA-44-5643-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-44-5643-01A-01R-1628-07T9900RG5.xml	567	0.99	0.05	0.928639	0.853133	0	0.329525	17892.9664	3014.030927
TCGA-AA-3549-01A-02R-0821-07	TCGA-AA-3549-01A-02R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3549-01A-02R-0821-07T9900RG5.xml	451	0.99	0.05	0.934323	0.853093	0	0.262414	17068.60387	2028.003345
TCGA-73-4668-01A-01R-1206-07	TCGA-73-4668-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-73-4668-01A-01R-1206-07T9900RG5.xml	537	0.99	0.05	0.928639	0.853088	0	0.331712	13915.1598	2937.236743
TCGA-EW-A1PH-01A-11R-A14M-07	TCGA-EW-A1PH-01A-11R-A14M-07T9900RG5_TINIT.mat	TCGA-EW-A1PH-01A-11R-A14M-07T9900RG5.xml	255	0.99	0.05	0.92706	0.853072	0	0.306145	14620.14009	2848.852503
TCGA-CQ-7067-01A-11R-2232-07	TCGA-CQ-7067-01A-11R-2232-07T9900RG5_TINIT.mat	TCGA-CQ-7067-01A-11R-2232-07T9900RG5.xml	215	0.99	0.05	0.931165	0.853031	0	0.280596	28170.68193	1182.956244
TCGA-32-1970-01A-01R-1850-01	TCGA-32-1970-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-32-1970-01A-01R-1850-01T9900RG5.xml	494	0.99	0.05	0.931165	0.852948	0	0.252101	24544.31115	836.444695
TCGA-05-4390-01A-02R-1755-07	TCGA-05-4390-01A-02R-1755-07T9900RG5_TINIT.mat	TCGA-05-4390-01A-02R-1755-07T9900RG5.xml	554	0.99	0.05	0.931165	0.852848	0	0.228548	24244.45327	1340.619563
TCGA-05-4422-01A-01R-1206-07	TCGA-05-4422-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4422-01A-01R-1206-07T9900RG5.xml	526	0.99	0.05	0.930534	0.852845	0	0.208943	23272.10614	1545.512119
TCGA-AF-3913-01A-02R-1119-07	TCGA-AF-3913-01A-02R-1119-07T9900RG5_TINIT.mat	TCGA-AF-3913-01A-02R-1119-07T9900RG5.xml	365	0.99	0.05	0.932428	0.852818	0	0.373462	25230.24749	609.27995
TCGA-CV-6951-01A-11R-1915-07	TCGA-CV-6951-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6951-01A-11R-1915-07T9900RG5.xml	41	0.99	0.05	0.93306	0.852781	0	0.290517	30119.38313	828.587093
TCGA-IK-8125-01A-11R-2256-07	TCGA-IK-8125-01A-11R-2256-07T9900RG5_TINIT.mat	TCGA-IK-8125-01A-11R-2256-07T9900RG5.xml	768	0.99	0.05	0.930849	0.85277	0	0.249169	15426.26547	2138.087704
TCGA-CN-5364-01A-01R-1436-07	TCGA-CN-5364-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5364-01A-01R-1436-07T9900RG5.xml	47	0.99	0.05	0.932744	0.852758	0	0.295858	27211.85739	1459.147692
TCGA-24-1423-01A-01R-1565-13	TCGA-24-1423-01A-01R-1565-13T9900RG5_TINIT.mat	TCGA-24-1423-01A-01R-1565-13T9900RG5.xml	816	0.99	0.05	0.928639	0.852645	0	0.232804	28914.45838	709.057229
TCGA-50-5933-01A-11R-1755-07	TCGA-50-5933-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-5933-01A-11R-1755-07T9900RG5.xml	597	0.99	0.05	0.931797	0.852498	0	0.289975	23212.84448	1080.061
TCGA-CR-6491-01A-11R-1873-07	TCGA-CR-6491-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6491-01A-11R-1873-07T9900RG5.xml	26	0.99	0.05	0.929586	0.852461	0	0.27915	23411.68209	3661.439726
TCGA-CV-6937-01A-11R-2016-07	TCGA-CV-6937-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-6937-01A-11R-2016-07T9900RG5.xml	122	0.99	0.05	0.932428	0.852383	0	0.240915	27315.4513	654.065898
TCGA-32-1982-01A-01R-1850-01	TCGA-32-1982-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-32-1982-01A-01R-1850-01T9900RG5.xml	504	0.99	0.05	0.930849	0.852382	0	0.271853	24232.67776	845.644548
TCGA-DU-6402-01A-11R-1708-07	TCGA-DU-6402-01A-11R-1708-07T9900RG5_TINIT.mat	TCGA-DU-6402-01A-11R-1708-07T9900RG5.xml	782	0.99	0.05	0.931797	0.852295	0	0.209996	27196.28981	495.00028
TCGA-AA-A01P-01A-21R-A083-07	TCGA-AA-A01P-01A-21R-A083-07T9900RG5_TINIT.mat	TCGA-AA-A01P-01A-21R-A083-07T9900RG5.xml	378	0.99	0.05	0.929271	0.852256	0	0.26053	22469.14084	1741.724731
TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A18V-01A-11R-A12D-07T9900RG5_TINIT.mat	TCGA-BH-A18V-01A-11R-A12D-07T9900RG5.xml	312	0.99	0.05	0.926745	0.852079	0	0.345498	17174.31986	2308.022899
TCGA-66-2791-01A-01R-0980-07	TCGA-66-2791-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-66-2791-01A-01R-0980-07T9900RG5.xml	1044	0.99	0.05	0.931481	0.852029	0	0.284264	24576.09412	2586.930208
TCGA-AA-A024-01A-02R-A00A-07	TCGA-AA-A024-01A-02R-A00A-07T9900RG5_TINIT.mat	TCGA-AA-A024-01A-02R-A00A-07T9900RG5.xml	403	0.99	0.05	0.932744	0.852018	0	0.22449	16220.82055	2180.644704
TCGA-D8-A1J9-01A-11R-A13Q-07	TCGA-D8-A1J9-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-D8-A1J9-01A-11R-A13Q-07T9900RG5.xml	305	0.99	0.05	0.92706	0.851933	0	0.327368	22490.6134	1767.183918
TCGA-AR-A0TX-01A-11R-A084-07	TCGA-AR-A0TX-01A-11R-A084-07T9900RG5_TINIT.mat	TCGA-AR-A0TX-01A-11R-A084-07T9900RG5.xml	237	0.99	0.05	0.928955	0.851932	0	0.335345	19770.30678	2782.302291
TCGA-BH-A18F-01A-11R-A12D-07	TCGA-BH-A18F-01A-11R-A12D-07T9900RG5_TINIT.mat	TCGA-BH-A18F-01A-11R-A12D-07T9900RG5.xml	292	0.99	0.05	0.931481	0.8519	0	0.29252	16683.45885	6004.803939
TCGA-AA-3846-01A-01R-1022-07	TCGA-AA-3846-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3846-01A-01R-1022-07T9900RG5.xml	391	0.99	0.05	0.933691	0.851894	0	0.243506	16518.21187	2702.910123
TCGA-AX-A064-01A-11R-A00V-07	TCGA-AX-A064-01A-11R-A00V-07T9900RG5_TINIT.mat	TCGA-AX-A064-01A-11R-A00V-07T9900RG5.xml	658	0.99	0.05	0.923271	0.851801	0	0.333259	23828.18523	942.001459
TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E9-A1NF-01A-11R-A14D-07T9900RG5_TINIT.mat	TCGA-E9-A1NF-01A-11R-A14D-07T9900RG5.xml	247	0.99	0.05	0.928639	0.851761	0	0.946227	21307.94194	3619.082386
TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3602-01A-02R-0826-07T9900RG5_TINIT.mat	TCGA-AG-3602-01A-02R-0826-07T9900RG5.xml	373	0.99	0.05	0.929902	0.851756	0	0.275249	15039.90151	2504.268635
TCGA-BA-4078-01A-01R-1436-07	TCGA-BA-4078-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-BA-4078-01A-01R-1436-07T9900RG5.xml	57	0.99	0.05	0.928955	0.851738	0	0.738649	24405.55912	3179.165109
TCGA-DU-7015-01A-11R-2027-07	TCGA-DU-7015-01A-11R-2027-07T9900RG5_TINIT.mat	TCGA-DU-7015-01A-11R-2027-07T9900RG5.xml	773	0.99	0.05	0.930849	0.85154	0	0.231092	17103.58471	2987.940752
TCGA-AP-A05D-01A-11R-A00V-07	TCGA-AP-A05D-01A-11R-A00V-07T9900RG5_TINIT.mat	TCGA-AP-A05D-01A-11R-A00V-07T9900RG5.xml	728	0.99	0.05	0.92264	0.851527	0	0.687128	20527.96219	2563.909007
TCGA-E2-A10F-01A-11R-A10J-07	TCGA-E2-A10F-01A-11R-A10J-07T9900RG5_TINIT.mat	TCGA-E2-A10F-01A-11R-A10J-07T9900RG5.xml	317	0.99	0.05	0.932428	0.851453	0	0.189434	23380.14859	1188.543645
TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7097-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7097-01A-11R-2016-07T9900RG5.xml	137	0.99	0.05	0.931165	0.851426	0	0.233794	12023.4641	2645.54389
TCGA-AA-3966-01A-01R-1113-07	TCGA-AA-3966-01A-01R-1113-07T9900RG5_TINIT.mat	TCGA-AA-3966-01A-01R-1113-07T9900RG5.xml	441	0.99	0.05	0.932428	0.851412	0	0.231628	25769.68773	579.706143
TCGA-66-2780-01A-01R-0851-07	TCGA-66-2780-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2780-01A-01R-0851-07T9900RG5.xml	989	0.99	0.05	0.926113	0.851309	0	0.513164	28125.16333	586.807772
TCGA-66-2763-01A-01R-0851-07	TCGA-66-2763-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2763-01A-01R-0851-07T9900RG5.xml	1049	0.99	0.05	0.926745	0.85129	0	0.314324	13255.17102	2344.174343
TCGA-49-4505-01A-01R-1206-07	TCGA-49-4505-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-49-4505-01A-01R-1206-07T9900RG5.xml	583	0.99	0.05	0.930218	0.851244	0	0.293255	14993.19068	3147.252177
TCGA-CR-7390-01A-11R-2016-07	TCGA-CR-7390-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7390-01A-11R-2016-07T9900RG5.xml	23	0.99	0.05	0.929271	0.851176	0	0.447284	25723.11593	2703.808097
TCGA-A6-2676-01A-01R-0826-07	TCGA-A6-2676-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-A6-2676-01A-01R-0826-07T9900RG5.xml	438	0.99	0.05	0.929902	0.851167	0	0.237786	13342.9277	2972.176515
TCGA-66-2767-01A-01R-0851-07	TCGA-66-2767-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2767-01A-01R-0851-07T9900RG5.xml	1009	0.99	0.05	0.929902	0.851126	0	0.274493	29107.13222	268.393383
TCGA-B8-4621-01A-01R-1503-07	TCGA-B8-4621-01A-01R-1503-07T9900RG5_TINIT.mat	TCGA-B8-4621-01A-01R-1503-07T9900RG5.xml	829	0.99	0.05	0.939375	0.851108	0	0.215054	32698.49792	1445.156263
TCGA-AA-3681-01A-01R-0905-07	TCGA-AA-3681-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3681-01A-01R-0905-07T9900RG5.xml	427	0.99	0.05	0.934007	0.851085	0	0.232116	29726.97719	454.411299
TCGA-67-3771-01A-01R-0946-07	TCGA-67-3771-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-67-3771-01A-01R-0946-07T9900RG5.xml	586	0.99	0.05	0.930218	0.851073	0	0.236559	16896.74933	2523.726333
TCGA-C8-A27B-01A-11R-A169-07	TCGA-C8-A27B-01A-11R-A169-07T9900RG5_TINIT.mat	TCGA-C8-A27B-01A-11R-A169-07T9900RG5.xml	290	0.99	0.05	0.926745	0.851015	0	0.539205	23776.81302	1218.036661
TCGA-AP-A0LM-01A-11R-A118-07	TCGA-AP-A0LM-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-AP-A0LM-01A-11R-A118-07T9900RG5.xml	694	0.99	0.05	0.923587	0.85101	0	0.425056	13179.07864	6907.772787
TCGA-BG-A0W1-01A-12R-A109-07	TCGA-BG-A0W1-01A-12R-A109-07T9900RG5_TINIT.mat	TCGA-BG-A0W1-01A-12R-A109-07T9900RG5.xml	668	0.99	0.05	0.922008	0.850912	0	0.496102	12073.28124	13891.20755
TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-A01W-01A-21R-A083-07T9900RG5_TINIT.mat	TCGA-AG-A01W-01A-21R-A083-07T9900RG5.xml	353	0.99	0.05	0.932112	0.8509	0	0.309981	15122.46441	3030.992538
TCGA-CR-7404-01A-11R-2132-07	TCGA-CR-7404-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CR-7404-01A-11R-2132-07T9900RG5.xml	201	0.99	0.05	0.928323	0.850881	0	0.332226	25501.39284	2326.966106
TCGA-18-3415-01A-01R-0980-07	TCGA-18-3415-01A-01R-0980-07T9900RG5_TINIT.mat	TCGA-18-3415-01A-01R-0980-07T9900RG5.xml	1067	0.99	0.05	0.930218	0.850876	0	0.244349	25642.65198	1857.992117
TCGA-CQ-5334-01A-01R-1686-07	TCGA-CQ-5334-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CQ-5334-01A-01R-1686-07T9900RG5.xml	128	0.99	0.05	0.930534	0.850822	0	0.621384	12249.71606	5044.109632
TCGA-CV-5430-01A-02R-1686-07	TCGA-CV-5430-01A-02R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5430-01A-02R-1686-07T9900RG5.xml	198	0.99	0.05	0.929902	0.850793	0	0.249169	30045.79943	805.028439
TCGA-FG-6688-01A-11R-1896-07	TCGA-FG-6688-01A-11R-1896-07T9900RG5_TINIT.mat	TCGA-FG-6688-01A-11R-1896-07T9900RG5.xml	783	0.99	0.05	0.931481	0.850787	0	0.255265	26585.14157	801.892476
TCGA-CV-7413-01A-11R-2081-07	TCGA-CV-7413-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7413-01A-11R-2081-07T9900RG5.xml	94	0.99	0.05	0.931165	0.850782	0	0.292887	26954.94169	1214.936125
TCGA-AA-A00A-01A-01R-A002-07	TCGA-AA-A00A-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AA-A00A-01A-01R-A002-07T9900RG5.xml	446	0.99	0.05	0.930218	0.850772	0	0.251731	16288.09695	2835.3493
TCGA-AA-3850-01A-01R-1022-07	TCGA-AA-3850-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3850-01A-01R-1022-07T9900RG5.xml	470	0.99	0.05	0.934323	0.850727	0	0.24778	13971.8167	2958.348955
TCGA-CF-A1HR-01A-11R-A13Y-07	TCGA-CF-A1HR-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-CF-A1HR-01A-11R-A13Y-07T9900RG5.xml	21	0.99	0.05	0.93306	0.850702	0	0.249792	25367.46817	1712.110035
TCGA-60-2724-01A-01R-0851-07	TCGA-60-2724-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-60-2724-01A-01R-0851-07T9900RG5.xml	961	0.99	0.05	0.929586	0.85055	0	0.232264	24163.61489	1906.995888
TCGA-HT-7609-01A-11R-2090-07	TCGA-HT-7609-01A-11R-2090-07T9900RG5_TINIT.mat	TCGA-HT-7609-01A-11R-2090-07T9900RG5.xml	777	0.99	0.05	0.930534	0.850531	0	0.254291	13914.58998	3221.9916
TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6016-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6016-01A-11R-1686-07T9900RG5.xml	140	0.99	0.05	0.931165	0.850496	0	0.272365	16889.71634	4760.260433
TCGA-22-5482-01A-01R-1635-07	TCGA-22-5482-01A-01R-1635-07T9900RG5_TINIT.mat	TCGA-22-5482-01A-01R-1635-07T9900RG5.xml	1025	0.99	0.05	0.928639	0.850379	0	0.274088	19071.42061	3311.090632
TCGA-CJ-4918-01A-01R-1426-07	TCGA-CJ-4918-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-CJ-4918-01A-01R-1426-07T9900RG5.xml	869	0.99	0.05	0.941269	0.850264	0	0.217908	38349.87817	1504.998395
TCGA-AA-3516-01A-02R-0826-07	TCGA-AA-3516-01A-02R-0826-07T9900RG5_TINIT.mat	TCGA-AA-3516-01A-02R-0826-07T9900RG5.xml	467	0.99	0.05	0.930218	0.85001	0	0.273281	18268.32371	1408.405179
TCGA-44-2668-01A-01R-0946-07	TCGA-44-2668-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-44-2668-01A-01R-0946-07T9900RG5.xml	521	0.99	0.05	0.929271	0.849881	0	0.231774	23887.45829	1016.197717
TCGA-75-5126-01A-01R-1755-07	TCGA-75-5126-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-75-5126-01A-01R-1755-07T9900RG5.xml	616	0.99	0.05	0.931481	0.84988	0	0.191489	25593.11134	573.620028
TCGA-A8-A08Z-01A-21R-A00Z-07	TCGA-A8-A08Z-01A-21R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A08Z-01A-21R-A00Z-07T9900RG5.xml	311	0.99	0.05	0.930849	0.849837	0	0.254291	15399.5198	2384.717784
TCGA-A5-A0GQ-01A-11R-A118-07	TCGA-A5-A0GQ-01A-11R-A118-07T9900RG5_TINIT.mat	TCGA-A5-A0GQ-01A-11R-A118-07T9900RG5.xml	687	0.99	0.05	0.924219	0.849799	0	0.390625	21659.22244	2252.385988
TCGA-AA-3814-01A-01R-0905-07	TCGA-AA-3814-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3814-01A-01R-0905-07T9900RG5.xml	432	0.99	0.05	0.93527	0.849772	0	0.238426	25501.42845	1969.813767
TCGA-06-2561-01A-02R-1849-01	TCGA-06-2561-01A-02R-1849-01T9900RG5_TINIT.mat	TCGA-06-2561-01A-02R-1849-01T9900RG5.xml	493	0.99	0.05	0.934323	0.849698	0	0.288125	26749.12274	378.14594
TCGA-A6-2672-01A-01R-0826-07	TCGA-A6-2672-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-A6-2672-01A-01R-0826-07T9900RG5.xml	393	0.99	0.05	0.931797	0.849648	0	0.277897	15205.36587	2455.786622
TCGA-AR-A1AJ-01A-21R-A12P-07	TCGA-AR-A1AJ-01A-21R-A12P-07T9900RG5_TINIT.mat	TCGA-AR-A1AJ-01A-21R-A12P-07T9900RG5.xml	266	0.99	0.05	0.928008	0.849626	0	0.393443	17171.097	4832.423017
TCGA-AF-2691-01A-01R-0821-07	TCGA-AF-2691-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AF-2691-01A-01R-0821-07T9900RG5.xml	357	0.99	0.05	0.934638	0.849482	0	0.246407	15223.97898	2303.616636
TCGA-DQ-5630-01A-01R-1873-07	TCGA-DQ-5630-01A-01R-1873-07T9900RG5_TINIT.mat	TCGA-DQ-5630-01A-01R-1873-07T9900RG5.xml	111	0.99	0.05	0.928955	0.849433	0	0.317192	23056.83806	2580.363115
TCGA-18-4086-01A-01R-1100-07	TCGA-18-4086-01A-01R-1100-07T9900RG5_TINIT.mat	TCGA-18-4086-01A-01R-1100-07T9900RG5.xml	1073	0.99	0.05	0.928008	0.84943	0	0.290336	17358.78263	1121.611577
TCGA-05-4405-01A-21R-1858-07	TCGA-05-4405-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-05-4405-01A-21R-1858-07T9900RG5.xml	609	0.99	0.05	0.930849	0.84942	0	0.252207	22853.159	2908.148073
TCGA-A8-A0A9-01A-11R-A00Z-07	TCGA-A8-A0A9-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A0A9-01A-11R-A00Z-07T9900RG5.xml	333	0.99	0.05	0.931165	0.849402	0	0.232214	22568.00892	1315.206146
TCGA-BH-A0HP-01A-12R-A084-07	TCGA-BH-A0HP-01A-12R-A084-07T9900RG5_TINIT.mat	TCGA-BH-A0HP-01A-12R-A084-07T9900RG5.xml	262	0.99	0.05	0.931797	0.849351	0	0.233645	16399.62766	2810.954969
TCGA-50-6593-01A-11R-1755-07	TCGA-50-6593-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-6593-01A-11R-1755-07T9900RG5.xml	523	0.99	0.05	0.929902	0.849342	0	0.258509	13066.89248	2669.57448
TCGA-60-2708-01A-01R-0851-07	TCGA-60-2708-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-60-2708-01A-01R-0851-07T9900RG5.xml	1042	0.99	0.05	0.926113	0.849327	0	0.309917	24200.46778	2385.764584
TCGA-44-5645-01A-01R-1628-07	TCGA-44-5645-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-44-5645-01A-01R-1628-07T9900RG5.xml	594	0.99	0.05	0.929902	0.849323	0	0.212269	13743.12089	3979.805333
TCGA-73-4659-01A-01R-1206-07	TCGA-73-4659-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-73-4659-01A-01R-1206-07T9900RG5.xml	600	0.99	0.05	0.929902	0.849244	0	0.251572	22688.56722	1081.138623
TCGA-AA-3525-01A-02R-0826-07	TCGA-AA-3525-01A-02R-0826-07T9900RG5_TINIT.mat	TCGA-AA-3525-01A-02R-0826-07T9900RG5.xml	458	0.99	0.05	0.931165	0.849236	0	0.268429	17420.68199	1801.883185
TCGA-E1-5305-01A-01R-1896-07	TCGA-E1-5305-01A-01R-1896-07T9900RG5_TINIT.mat	TCGA-E1-5305-01A-01R-1896-07T9900RG5.xml	792	0.99	0.05	0.933375	0.849227	0	0.315333	23814.32566	1202.6551
TCGA-DK-A1A7-01A-11R-A13Y-07	TCGA-DK-A1A7-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-DK-A1A7-01A-11R-A13Y-07T9900RG5.xml	19	0.99	0.05	0.932112	0.849125	0	0.243605	25649.98177	1630.268828
TCGA-66-2785-01A-01R-0851-07	TCGA-66-2785-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2785-01A-01R-0851-07T9900RG5.xml	987	0.99	0.05	0.926429	0.849123	0	0.297936	16102.95957	3451.001628
TCGA-66-2770-01A-01R-0851-07	TCGA-66-2770-01A-01R-0851-07T9900RG5_TINIT.mat	TCGA-66-2770-01A-01R-0851-07T9900RG5.xml	1068	0.99	0.05	0.932428	0.849053	0	0.238474	31429.65008	406.841043
TCGA-FG-8185-01A-11R-2256-07	TCGA-FG-8185-01A-11R-2256-07T9900RG5_TINIT.mat	TCGA-FG-8185-01A-11R-2256-07T9900RG5.xml	779	0.99	0.05	0.925482	0.84904	0	0.689655	26713.62686	986.135891
TCGA-AA-3864-01A-01R-1022-07	TCGA-AA-3864-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3864-01A-01R-1022-07T9900RG5.xml	426	0.99	0.05	0.930849	0.849026	0	0.322234	26178.93615	1867.459908
TCGA-E2-A10C-01A-21R-A10J-07	TCGA-E2-A10C-01A-21R-A10J-07T9900RG5_TINIT.mat	TCGA-E2-A10C-01A-21R-A10J-07T9900RG5.xml	315	0.99	0.05	0.92706	0.848991	0	0.237941	15474.73754	2234.841108
TCGA-AP-A0LP-01A-12R-A104-07	TCGA-AP-A0LP-01A-12R-A104-07T9900RG5_TINIT.mat	TCGA-AP-A0LP-01A-12R-A104-07T9900RG5.xml	645	0.99	0.05	0.922955	0.848974	0	0.818584	23816.48864	2219.318378
TCGA-AG-A01L-01A-01R-A002-07	TCGA-AG-A01L-01A-01R-A002-07T9900RG5_TINIT.mat	TCGA-AG-A01L-01A-01R-A002-07T9900RG5.xml	351	0.99	0.05	0.928955	0.848874	0	0.239391	14461.71556	2240.192592
TCGA-CV-5434-01A-01R-1686-07	TCGA-CV-5434-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5434-01A-01R-1686-07T9900RG5.xml	99	0.99	0.05	0.928323	0.848752	0	0.125918	26997.06796	523.890015
TCGA-BB-7871-01A-11R-2232-07	TCGA-BB-7871-01A-11R-2232-07T9900RG5_TINIT.mat	TCGA-BB-7871-01A-11R-2232-07T9900RG5.xml	160	0.99	0.05	0.930218	0.848733	0	0.28519	26783.83097	1084.620779
TCGA-BL-A13I-01A-11R-A13Y-07	TCGA-BL-A13I-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-BL-A13I-01A-11R-A13Y-07T9900RG5.xml	13	0.99	0.05	0.928639	0.848651	0	0.217202	14848.93896	2450.652425
TCGA-CV-7430-01A-11R-2132-07	TCGA-CV-7430-01A-11R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7430-01A-11R-2132-07T9900RG5.xml	143	0.99	0.05	0.928639	0.848581	0	0.245198	27607.09692	891.634043
TCGA-05-4418-01A-01R-1206-07	TCGA-05-4418-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4418-01A-01R-1206-07T9900RG5.xml	592	0.99	0.05	0.930534	0.848568	0	0.246558	23988.06447	2527.767608
TCGA-CN-5359-01A-01R-1436-07	TCGA-CN-5359-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5359-01A-01R-1436-07T9900RG5.xml	162	0.99	0.05	0.930534	0.848553	0	0.205044	29464.26542	1317.163974
TCGA-05-4382-01A-01R-1206-07	TCGA-05-4382-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4382-01A-01R-1206-07T9900RG5.xml	541	0.99	0.05	0.928323	0.848455	0	0.281996	16844.23934	2853.996848
TCGA-AA-3672-01A-01R-0905-07	TCGA-AA-3672-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3672-01A-01R-0905-07T9900RG5.xml	439	0.99	0.05	0.928639	0.848371	0	0.319625	33012.80871	636.705503
TCGA-55-1595-01A-01R-0946-07	TCGA-55-1595-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-55-1595-01A-01R-0946-07T9900RG5.xml	595	0.99	0.05	0.928008	0.848265	0	0.210926	22995.20685	908.290538
TCGA-DB-5276-01A-01R-1470-07	TCGA-DB-5276-01A-01R-1470-07T9900RG5_TINIT.mat	TCGA-DB-5276-01A-01R-1470-07T9900RG5.xml	793	0.99	0.05	0.932112	0.848236	0	0.225041	18109.52097	2427.034472
TCGA-50-5941-01A-11R-1755-07	TCGA-50-5941-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-50-5941-01A-11R-1755-07T9900RG5.xml	545	0.99	0.05	0.929902	0.848214	0	0.275249	22681.24879	2013.036541
TCGA-AR-A24T-01A-11R-A169-07	TCGA-AR-A24T-01A-11R-A169-07T9900RG5_TINIT.mat	TCGA-AR-A24T-01A-11R-A169-07T9900RG5.xml	304	0.99	0.05	0.930218	0.848137	0	0.234742	23895.24766	706.083829
